source,target,weight
455.0,727.3,1
455.0,611.72,1
455.0,690.1,1
455.0,685.1,1
345.9,287.5,1
345.9,253.4,1
345.9,379.23,1
345.9,244.3,1
345.9,460,1
345.9,463,1
345.9,384.2,1
345.9,742.9,1
345.9,758.6,1
345.9,54.1,1
345.9,733.42,1
345.9,455.6,1
345.9,371.03,1
345.9,300.14,1
345.9,377.39,1
345.9,729.1,1
345.9,V62.82,1
345.9,370.21,1
577.9,375.15,1
577.9,463,1
375.15,463,1
375.15,536.3,1
375.15,V45.51,1
375.15,361.81,1
375.15,285.29,1
375.15,369.7,1
375.15,362.02,1
375.15,366.41,1
375.15,374.05,1
375.15,460,1
375.15,V25.43,1
463,460,1
345.11,365.1,1
345.11,694.5,1
345.11,38.9,1
365.1,694.5,1
365.1,38.9,1
694.5,38.9,1
694.5,211.1,1
694.5,571.0,1
694.5,287.5,1
694.5,571.2,1
694.5,576.8,1
694.5,694.4,1
694.5,155.0,1
694.5,573.8,1
694.5,571.5,1
38.9,11.9,1
38.9,716.95,1
38.9,716.91,1
11.9,571.2,1
11.9,V42.7,1
11.9,155.0,1
11.9,572.3,1
11.9,716.95,1
11.9,716.91,1
379.23,244.3,1
379.23,814.00,1
379.23,V45.6,1
379.23,361.9,1
211.1,571.0,1
211.1,287.5,1
211.1,571.2,1
211.1,576.8,1
211.1,694.4,1
211.1,155.0,1
211.1,573.8,1
211.1,571.5,1
571.0,287.5,1
571.0,571.2,1
571.0,576.8,1
571.0,694.4,1
571.0,155.0,1
571.0,573.8,1
571.0,571.5,1
287.5,571.2,1
287.5,576.8,1
287.5,694.4,1
287.5,155.0,1
287.5,573.8,1
287.5,571.5,1
287.5,253.4,1
571.2,576.8,1
571.2,694.4,1
571.2,155.0,2
571.2,573.8,1
571.2,571.5,1
571.2,V42.7,1
571.2,572.3,1
576.8,694.4,1
576.8,155.0,1
576.8,573.8,1
576.8,571.5,1
694.4,155.0,1
694.4,573.8,1
694.4,571.5,1
155.0,573.8,1
155.0,571.5,1
155.0,V42.7,1
155.0,572.3,1
573.8,571.5,1
427.31,585.1,1
427.31,791.0,1
427.31,275.4,1
427.31,702.0,1
427.31,437.9,1
427.31,593.89,1
427.31,189.0,1
427.31,708.9,1
427.31,239.5,1
427.31,686.1,1
427.31,470,1
585.1,791.0,1
585.1,275.4,1
585.1,702.0,1
585.1,437.9,1
791.0,275.4,1
791.0,702.0,1
791.0,437.9,1
791.0,127.4,1
791.0,519.8,1
275.4,702.0,1
275.4,437.9,1
702.0,437.9,1
714.2,710.2,1
714.2,714.3,1
710.2,714.3,1
425.4,455.6,1
425.4,718.00,1
425.4,348.31,1
425.4,854.15,1
425.4,98.36,1
425.4,V25.9,1
455.6,733.42,1
455.6,371.03,1
455.6,300.14,1
455.6,377.39,1
455.6,729.1,1
455.6,V62.82,1
455.6,370.21,1
536.3,V45.51,1
536.3,361.81,1
536.3,285.29,1
536.3,369.7,1
536.3,362.02,1
536.3,366.41,1
536.3,374.05,1
V45.51,361.81,1
V45.51,285.29,1
V45.51,369.7,1
V45.51,362.02,1
V45.51,366.41,1
V45.51,374.05,1
V45.51,162.3,1
V45.51,440.8,1
V45.51,715.96,1
V45.51,805.2,1
V45.51,719.65,1
361.81,285.29,1
361.81,369.7,1
361.81,362.02,1
361.81,366.41,1
361.81,374.05,1
285.29,369.7,1
285.29,362.02,1
285.29,366.41,1
285.29,374.05,1
369.7,362.02,1
369.7,366.41,1
369.7,374.05,1
362.02,366.41,1
362.02,374.05,1
366.41,374.05,1
423.2,112.9,1
423.2,394.0,1
423.2,427.32,1
423.2,535.5,1
112.9,394.0,1
112.9,427.32,1
112.9,535.5,1
394.0,427.32,1
394.0,535.5,1
427.32,535.5,1
535.5,730.2,1
245.0,255.4,1
255.4,357.0,1
829.0,411.89,1
829.0,807.09,1
829.0,350.1,1
829.0,V45.6,1
162.3,440.8,1
367.1,994.1,1
367.1,362.83,1
367.1,789.2,1
367.1,367.2,1
367.1,758.0,1
367.1,244.3,1
367.1,360.21,1
367.1,564.00,1
367.1,V68.2,1
367.1,541,1
367.1,591,1
367.1,278.02,1
994.1,362.83,1
994.1,789.2,1
994.1,367.2,1
362.83,789.2,1
362.83,367.2,1
362.83,723.1,1
789.2,367.2,1
643.03,367.0,1
643.03,729.1,1
367.0,729.1,1
729.1,723.1,1
729.1,715.94,1
729.1,729.2,1
729.1,338.29,1
729.1,258.1,1
729.1,733.42,1
729.1,371.03,1
729.1,300.14,1
729.1,377.39,1
729.1,V62.82,1
729.1,370.21,1
729.1,357.2,1
729.1,754.0,1
729.1,240.0,1
729.1,727.00,1
729.1,733.09,1
153.9,208.9,1
311,402.00,1
311,814.00,1
311,460,1
311,V22.2,1
311,466.0,1
311,117.9,1
311,728.85,1
311,537.9,1
758.0,244.3,1
758.0,360.21,1
758.0,564.00,1
244.3,360.21,1
244.3,564.00,1
360.21,564.00,1
360.21,455.3,1
564.00,466.0,1
384.2,742.9,1
384.2,758.6,1
384.2,54.1,1
359.29,785.2,1
785.2,380.4,1
785.2,695.3,1
785.2,485,1
402.00,814.00,1
814.00,V45.6,1
814.00,361.9,1
366.2,362.07,1
790.5,378.54,1
723.1,715.94,1
723.1,729.2,2
723.1,338.29,1
723.1,258.1,1
723.1,377.39,1
723.1,372.3,1
715.94,729.2,1
715.94,338.29,1
715.94,258.1,1
729.2,338.29,1
729.2,258.1,1
729.2,372.3,1
338.29,258.1,1
250.1,718.65,1
748.3,493.91,1
540.0,567.9,1
685.1,278.02,1
685.1,465.8,1
685.1,695.3,1
685.1,727.3,1
685.1,611.72,1
685.1,690.1,1
685.1,245.2,1
460,V22.2,1
460,466.0,1
460,117.9,1
460,728.85,1
460,V25.43,1
460,995.3,1
460,690.1,1
460,736.79,1
V22.2,466.0,1
V22.2,117.9,1
V22.2,728.85,1
466.0,117.9,1
466.0,728.85,1
466.0,474.12,1
117.9,728.85,1
590.1,690.1,1
590.1,696.5,1
690.1,696.5,1
690.1,368.2,1
690.1,478.0,1
690.1,695.3,1
690.1,727.3,1
690.1,611.72,1
690.1,995.3,1
690.1,736.79,1
V45.6,361.9,1
V45.6,350.1,1
541,591,1
541,278.02,1
377.39,641.13,1
377.39,733.42,1
377.39,371.03,1
377.39,300.14,1
377.39,V62.82,1
377.39,370.21,1
735.0,736.73,1
737.8,252.00,1
737.8,722.73,1
737.8,172.9,1
434.11,780.39,1
780.39,362.53,1
780.39,52.9,1
380.4,695.3,1
380.4,447.6,1
380.4,53.9,1
380.4,616.1,1
695.3,727.3,1
695.3,611.72,1
727.04,397.0,1
727.04,337.2,1
727.04,427.89,1
727.04,427.61,1
193,242.91,1
193,610.1,1
242.91,610.1,1
260,756.16,1
260,259.1,1
756.16,259.1,1
V16.0,75,1
V16.0,831.00,1
V16.0,794.5,1
250.11,253.1,1
250.11,V72.85,1
249.91,277.4,1
474.00,816.00,1
474.00,812.41,1
474.00,381.19,1
816.00,812.41,1
816.00,381.19,1
812.41,381.19,1
245.2,252.1,1
245.2,702.19,1
245.2,372.4,1
278.02,465.8,1
278.02,591,1
790.7,584.9,1
790.7,785.52,1
790.7,285.8,1
790.7,480.3,1
584.9,785.52,1
584.9,285.8,1
584.9,480.3,1
785.52,285.8,1
785.52,480.3,1
785.52,180.9,1
285.8,480.3,1
174.9,445.02,1
174.9,327.24,1
445.02,327.24,1
368.2,478.0,1
616.1,447.6,1
616.1,53.9,1
616.1,V72.32,1
70.51,571.9,1
70.51,720.1,1
571.9,720.1,1
410.1,252.00,1
593.89,189.0,1
593.89,708.9,1
593.89,239.5,1
593.89,686.1,1
593.89,470,1
189.0,708.9,1
189.0,239.5,1
189.0,686.1,1
189.0,470,1
708.9,239.5,1
708.9,686.1,1
708.9,470,1
239.5,686.1,1
239.5,470,1
686.1,470,1
476.0,478.6,1
476.0,281.0,1
476.0,805.8,1
478.6,281.0,1
478.6,805.8,1
281.0,805.8,1
805.8,847.0,1
805.8,214.9,1
805.8,54.9,1
805.8,566,1
V42.7,572.3,1
805.2,719.65,1
253.1,V72.85,1
331.9,38.3,1
331.9,596.54,1
331.9,781.3,1
38.3,596.54,1
38.3,781.3,1
596.54,781.3,1
710.0,741.9,1
52.9,362.53,1
272.8,852.4,1
727.3,611.72,1
75,831.00,1
75,794.5,1
718.00,348.31,1
718.00,854.15,1
718.00,98.36,1
348.31,854.15,1
348.31,98.36,1
854.15,98.36,1
427.89,782.0,1
427.89,397.0,1
427.89,337.2,1
427.89,427.61,1
722.73,172.9,1
53.9,447.6,1
737.2,241.0,1
727.06,530.1,1
715.09,V70.5,1
249.01,052.0,1
323.61,250.13,1
847.0,214.9,1
847.0,54.9,1
847.0,566,1
214.9,54.9,1
214.9,566,1
54.9,566,1
V62.82,213.9,1
V62.82,733.42,1
V62.82,371.03,1
V62.82,300.14,1
V62.82,370.21,1
995.3,736.79,1
V14.0,240.9,1
V14.0,V43.64,1
702.19,372.4,1
742.9,758.6,1
742.9,54.1,1
758.6,54.1,1
831.00,794.5,1
727.00,357.2,1
727.00,754.0,1
727.00,240.0,1
727.00,733.09,1
733.42,371.03,1
733.42,300.14,1
733.42,370.21,1
371.03,300.14,1
371.03,370.21,1
300.14,370.21,1
473.9,553.21,1
473.9,781.0,1
553.21,781.0,1
716.95,716.91,1
357.2,754.0,1
357.2,240.0,1
357.2,733.09,1
754.0,240.0,1
754.0,733.09,1
240.0,733.09,1
397.0,337.2,1
397.0,427.61,1
337.2,427.61,1
794.31,394.9,1
724.9,721.3,1
920,228.00,1
