source,target,weight
389.9,780.39,1
389.9,250.6,1
389.9,476.0,1
389.9,478.6,1
389.9,281.0,1
389.9,805.8,1
389.9,366.9,1
389.9,737.2,1
389.9,241.0,1
389.9,780.57,1
V15.82,790.6,1
V15.82,436,1
V15.82,586,1
V15.82,782.4,1
V15.82,454.9,1
V15.82,362.1,1
V15.82,727.03,1
V15.82,52.9,1
592.1,424.0,1
592.1,242.9,1
424.0,242.9,1
424.0,425.4,1
424.0,455.6,1
242.9,556.9,1
242.9,721.9,1
242.9,715.35,1
242.9,733.01,1
242.9,364.3,1
242.9,733.00,1
242.9,252.00,1
242.9,733.9,1
242.9,217,1
82.41,579.0,1
82.41,780.52,1
579.0,780.52,1
579.0,754.71,1
579.0,726.73,1
579.0,367.1,1
780.52,780.4,1
780.52,362.81,1
780.52,436,1
780.52,362.1,1
780.52,845.00,1
780.52,308.0,1
780.52,823.8,1
780.52,718.00,1
780.52,348.31,1
780.52,425.4,1
780.52,854.15,1
780.52,98.36,1
724.3,571.8,1
724.3,790.6,1
724.3,571.3,1
724.3,451.9,1
724.3,401.1,1
724.3,786.5,1
724.3,722.2,1
724.3,722.1,1
571.8,790.6,2
571.8,571.3,1
571.8,451.9,1
571.8,401.1,1
571.8,786.5,1
571.8,788.0,2
571.8,730.2,1
571.8,569.3,1
571.8,536.8,1
571.8,41.86,1
571.8,553.3,2
571.8,564.1,1
571.8,535.5,1
571.8,695.3,1
571.8,454.9,1
571.8,530.81,1
571.8,727.3,1
571.8,696.1,1
571.8,611.72,1
571.8,626.6,1
571.8,272.0,1
571.8,690.1,1
571.8,455.0,1
571.8,685.1,1
571.8,179,1
571.8,473.9,1
571.8,553.21,1
571.8,721.0,1
571.8,721.9,1
571.8,781.0,1
790.6,571.3,1
790.6,451.9,1
790.6,401.1,1
790.6,786.5,1
790.6,726.1,1
790.6,792.1,1
790.6,436,1
790.6,586,1
790.6,782.4,1
790.6,454.9,2
790.6,574.2,1
790.6,582.9,1
790.6,550.9,1
790.6,272.1,1
790.6,997.91,1
790.6,427.6,1
790.6,427.69,1
790.6,626.6,1
790.6,216.9,1
790.6,733.9,1
790.6,535.1,1
790.6,569.3,1
790.6,719.4,1
790.6,577.2,1
790.6,553.3,1
790.6,723.5,1
790.6,455.0,1
790.6,250.1,1
790.6,718.65,1
790.6,724.2,1
790.6,710.2,1
790.6,721.9,1
790.6,709.01,1
790.6,727.00,1
571.3,451.9,1
571.3,401.1,1
571.3,786.5,1
451.9,401.1,1
451.9,786.5,1
401.1,786.5,1
401.1,244.0,1
401.1,369.22,1
401.1,820.21,1
401.1,600.00,1
401.1,250.41,1
401.1,188.9,1
401.1,272.0,1
250.6,410.9,3
250.6,600.00,1
250.6,592.9,1
250.6,534.91,1
250.6,423.9,1
250.6,733.00,2
250.6,358.00,1
250.6,443.81,1
250.6,365.9,2
250.6,599.0,1
250.6,359.1,1
250.6,V68.9,1
250.6,426.4,1
250.6,427.2,1
250.6,715.36,2
250.6,574.2,1
250.6,577.9,1
250.6,375.15,1
250.6,463,1
250.6,726.32,1
250.6,723.1,1
250.6,715.94,1
250.6,729.2,1
250.6,338.29,1
250.6,258.1,1
250.6,564.1,1
250.6,715.35,1
250.6,733.9,1
250.6,729.1,1
250.6,722.0,1
250.6,70.51,1
250.6,571.9,1
250.6,720.1,1
250.6,476.0,1
250.6,478.6,1
250.6,281.0,1
250.6,805.8,1
250.6,611.1,1
250.6,V68.1,1
250.6,272.0,1
250.6,721.9,1
250.6,486,1
410.9,592.9,1
410.9,250.81,1
410.9,369.00,1
410.9,682.5,1
410.9,465.8,1
410.9,414.9,1
410.9,410.1,1
410.9,252.00,1
410.9,413.9,1
410.9,530.81,1
410.9,785.52,1
410.9,180.9,1
410.9,365.9,1
726.19,346.9,1
726.19,812.2,1
726.19,715.9,1
346.9,812.2,1
346.9,780.4,1
346.9,366.12,1
346.9,377.39,1
346.9,723.1,1
346.9,454.9,1
346.9,691.0,1
812.2,241.9,1
812.2,272.1,1
812.2,403.9,1
285.9,709.01,1
285.9,536.3,1
285.9,V45.51,1
285.9,361.81,1
285.9,696.1,1
285.9,285.29,1
285.9,369.7,1
285.9,362.02,1
285.9,553.3,1
285.9,375.15,1
285.9,366.41,1
285.9,374.05,1
285.9,724.2,1
285.9,460,1
285.9,V22.2,1
285.9,466.0,1
285.9,117.9,1
285.9,311,1
285.9,728.85,1
709.01,275.01,1
709.01,275.0,1
709.01,362.57,1
709.01,601.9,1
709.01,275.1,1
709.01,377.1,1
709.01,722.0,1
709.01,356.9,1
709.01,362.5,1
709.01,302.72,1
709.01,365.9,2
709.01,250.7,1
709.01,722.93,1
709.01,733.9,1
709.01,542,1
709.01,722.1,1
709.01,715.34,1
709.01,753.1,1
709.01,842.13,1
709.01,696.1,1
709.01,593.2,1
709.01,345.9,1
709.01,258.8,1
709.01,780.8,1
709.01,78.19,1
709.01,710.2,1
709.01,721.9,1
550.9,738.4,1
550.9,454.9,1
550.9,574.2,1
550.9,582.9,1
550.9,272.1,1
550.9,997.91,1
738.4,379.23,1
738.4,721.9,1
738.4,272.0,1
738.4,564.1,1
738.4,369.00,1
738.4,365.9,1
715.34,726.2,1
715.34,780.57,1
715.34,715.35,1
715.34,733.00,1
715.34,574.1,1
715.34,586,1
715.34,600.00,1
715.34,250.7,1
715.34,443.9,1
715.34,788.0,1
715.34,716.98,1
715.34,716.59,1
715.34,716.97,1
715.34,753.1,1
715.34,842.13,1
715.34,696.1,1
715.34,593.2,1
715.34,V62.82,1
715.34,213.9,1
726.2,780.57,1
780.57,411.1,1
780.57,98.85,1
780.57,V65.42,1
780.57,157.9,1
780.57,825.2,1
780.57,272.1,1
780.57,V15.1,2
780.57,357.4,1
780.57,440.9,1
780.57,413.9,1
780.57,414.9,1
780.57,790.5,1
780.57,378.54,1
780.57,530.81,1
780.57,471.9,1
780.57,272.0,1
780.57,366.9,1
780.57,737.2,1
780.57,241.0,1
556.9,281.9,1
556.9,714.2,1
556.9,710.2,1
556.9,714.3,1
556.9,715.36,1
556.9,345.9,1
556.9,41.86,1
556.9,733.42,1
556.9,455.6,1
556.9,564.1,1
556.9,371.03,1
556.9,300.14,1
556.9,377.39,1
556.9,729.1,1
556.9,V62.82,1
556.9,370.21,1
556.9,720.0,1
474.9,696.0,1
474.9,41.86,1
474.9,157.9,1
474.9,197.7,1
474.9,V15.0,1
474.9,518.89,1
696.0,41.86,1
696.0,157.9,1
696.0,197.7,1
696.0,V15.0,1
696.0,518.89,1
41.86,157.9,1
41.86,197.7,1
41.86,V15.0,1
41.86,518.89,1
41.86,564.1,3
41.86,696.1,1
41.86,730.2,1
41.86,569.3,1
41.86,536.8,1
41.86,553.3,1
41.86,535.5,1
41.86,V45.51,1
41.86,V68.1,1
41.86,637.9,1
41.86,805.2,1
41.86,719.65,1
41.86,253.1,1
41.86,V72.85,1
41.86,250.11,2
41.86,715.36,1
41.86,345.9,1
41.86,733.42,1
41.86,455.6,1
41.86,371.03,1
41.86,300.14,1
41.86,377.39,1
41.86,729.1,1
41.86,V62.82,1
41.86,370.21,1
41.86,720.0,1
157.9,197.7,1
157.9,V15.0,1
157.9,518.89,1
157.9,411.1,1
157.9,98.85,1
157.9,V65.42,1
157.9,825.2,1
157.9,272.1,1
157.9,V15.1,1
157.9,357.4,1
157.9,440.9,1
197.7,V15.0,1
197.7,518.89,1
V15.0,518.89,1
V15.0,249.91,1
V15.0,277.4,1
V15.0,847.0,1
V15.0,214.9,1
V15.0,364.3,1
V15.0,54.9,1
V15.0,805.8,1
V15.0,566,1
V15.0,V14.0,2
V15.0,240.9,1
V15.0,V43.64,1
726.1,792.1,1
726.1,721.0,1
726.1,715.35,1
726.1,188.9,1
726.1,245.2,1
726.1,217,1
726.1,723.1,1
726.1,536.8,1
726.1,729.2,1
726.1,722.2,1
726.1,308.0,1
726.1,372.3,1
428.9,239.4,1
428.9,356.9,1
428.9,715.36,1
428.9,719.55,1
428.9,727.51,1
428.9,403.9,1
428.9,412,1
428.9,715.9,1
428.9,V43.3,1
239.4,356.9,1
356.9,275.01,1
356.9,275.0,1
356.9,362.57,1
356.9,601.9,1
356.9,275.1,1
356.9,377.1,1
356.9,722.0,1
356.9,362.5,1
356.9,357.2,1
356.9,754.0,1
356.9,240.0,1
356.9,727.00,1
356.9,733.09,1
356.9,729.1,1
600.00,244.0,1
600.00,369.22,1
600.00,820.21,1
600.00,250.41,1
600.00,586,1
600.00,250.7,1
600.00,443.9,1
600.00,788.0,1
600.00,716.98,1
600.00,716.59,1
600.00,716.97,1
553.3,535.1,2
553.3,536.8,2
553.3,309.9,1
553.3,695.1,1
553.3,436,1
553.3,411.1,1
553.3,V42.4,1
553.3,454.9,2
553.3,569.3,2
553.3,719.4,1
553.3,577.2,1
553.3,723.5,1
553.3,455.0,2
553.3,536.3,1
553.3,V45.51,1
553.3,361.81,1
553.3,696.1,2
553.3,285.29,1
553.3,369.7,1
553.3,362.02,1
553.3,375.15,1
553.3,366.41,1
553.3,374.05,1
553.3,730.2,1
553.3,564.1,1
553.3,535.5,1
553.3,695.3,1
553.3,530.81,1
553.3,727.3,1
553.3,611.72,1
553.3,626.6,1
553.3,272.0,1
553.3,690.1,1
553.3,685.1,1
553.3,788.0,1
553.3,179,1
535.1,454.9,1
535.1,569.3,1
535.1,719.4,1
535.1,577.2,1
535.1,723.5,1
535.1,455.0,1
535.1,574.2,1
535.1,287.5,1
535.1,345.9,1
535.1,253.4,1
535.1,308.0,1
535.1,272.0,1
535.1,564.1,1
535.1,359.29,1
535.1,785.2,1
250.73,459.9,1
250.73,433.3,1
459.9,433.3,1
459.9,531.3,1
459.9,530.81,1
459.9,440.21,1
459.9,355.9,1
459.9,530.2,1
459.9,250.7,1
459.9,532.3,1
459.9,703.8,1
459.9,438.0,1
715.36,719.55,1
715.36,727.51,1
715.36,403.9,1
715.36,574.2,1
715.36,577.9,1
715.36,375.15,1
715.36,463,1
715.36,726.32,1
715.36,365.9,1
715.36,436,1
715.36,721.0,1
715.36,427.31,1
715.36,586,2
715.36,366.9,1
715.36,585.1,1
715.36,791.0,1
715.36,426.4,1
715.36,275.4,1
715.36,702.0,1
715.36,437.9,1
715.36,251.0,1
715.36,780.4,1
715.36,402.00,1
715.36,721.9,1
715.36,715.9,2
715.36,733.00,1
715.36,311,1
715.36,814.00,1
715.36,723.1,1
715.36,715.94,1
715.36,729.2,1
715.36,338.29,1
715.36,258.1,1
715.36,564.1,2
715.36,715.35,1
715.36,733.9,1
715.36,729.1,2
715.36,722.0,1
715.36,368.2,1
715.36,478.0,1
715.36,211.3,1
715.36,272.0,1
715.36,690.1,1
715.36,345.9,1
715.36,733.42,1
715.36,455.6,1
715.36,371.03,1
715.36,300.14,1
715.36,377.39,1
715.36,V62.82,1
715.36,370.21,1
715.36,720.0,1
719.55,727.51,1
719.55,403.9,1
727.51,403.9,1
403.9,272.1,1
162.9,366.9,1
162.9,272.0,1
162.9,447.9,1
162.9,574.31,1
162.9,733.00,1
162.9,199.1,1
162.9,574.01,1
162.9,813.41,1
162.9,275.0,1
366.9,272.0,1
366.9,447.9,1
366.9,574.31,1
366.9,733.00,1
366.9,199.1,1
366.9,574.01,1
366.9,813.41,1
366.9,275.0,1
366.9,V68.1,1
366.9,586,2
366.9,724.2,1
366.9,V42.0,1
366.9,365.9,1
366.9,217,1
366.9,436,1
366.9,721.0,1
366.9,427.31,1
366.9,585.1,1
366.9,791.0,1
366.9,426.4,1
366.9,275.4,1
366.9,702.0,1
366.9,437.9,1
366.9,365.11,1
366.9,737.2,1
366.9,241.0,1
272.0,447.9,1
272.0,574.31,1
272.0,733.00,3
272.0,199.1,1
272.0,574.01,1
272.0,813.41,1
272.0,275.0,1
272.0,696.1,2
272.0,401.0,1
272.0,722.1,1
272.0,575.0,1
272.0,345.11,1
272.0,365.1,1
272.0,694.5,1
272.0,38.9,1
272.0,188.9,1
272.0,379.23,1
272.0,721.9,1
272.0,564.1,2
272.0,369.00,1
272.0,365.9,1
272.0,791.0,1
272.0,574.2,1
272.0,287.5,1
272.0,345.9,2
272.0,253.4,1
272.0,308.0,1
272.0,174.9,1
272.0,445.02,1
272.0,327.24,1
272.0,179,2
272.0,368.2,1
272.0,478.0,1
272.0,211.3,1
272.0,690.1,2
272.0,530.81,2
272.0,471.9,1
272.0,611.1,1
272.0,V68.1,1
272.0,695.3,1
272.0,454.9,1
272.0,727.3,1
272.0,611.72,1
272.0,626.6,1
272.0,455.0,1
272.0,685.1,1
272.0,788.0,1
272.0,425.4,1
272.0,715.09,1
272.0,V70.5,1
272.0,384.2,1
272.0,742.9,1
272.0,758.6,1
272.0,54.1,1
447.9,574.31,1
447.9,733.00,1
447.9,199.1,1
447.9,574.01,1
447.9,813.41,1
447.9,275.0,1
574.31,733.00,1
574.31,199.1,1
574.31,574.01,1
574.31,813.41,1
574.31,275.0,1
733.00,199.1,1
733.00,574.01,1
733.00,813.41,1
733.00,275.0,1
733.00,715.35,2
733.00,574.1,1
733.00,389.1,1
733.00,413.9,1
733.00,241.1,1
733.00,704.01,1
733.00,722.2,1
733.00,458.9,1
733.00,721.0,1
733.00,534.91,1
733.00,423.9,1
733.00,358.00,1
733.00,443.81,1
733.00,365.9,1
733.00,401.0,1
733.00,722.1,1
733.00,714.0,1
733.00,715.9,2
733.00,436,1
733.00,829.0,1
733.00,411.89,1
733.00,780.4,1
733.00,402.00,1
733.00,586,1
733.00,721.9,2
733.00,311,1
733.00,814.00,1
733.00,174.9,1
733.00,445.02,1
733.00,327.24,1
733.00,179,1
733.00,733.01,1
733.00,364.3,1
733.00,252.00,1
733.00,733.9,1
733.00,476.0,1
733.00,478.6,1
733.00,281.0,1
733.00,805.8,1
199.1,574.01,1
199.1,813.41,1
199.1,275.0,1
574.01,813.41,1
574.01,275.0,1
813.41,275.0,1
275.0,275.01,1
275.0,362.57,1
275.0,601.9,1
275.0,275.1,1
275.0,377.1,1
275.0,722.0,1
275.0,362.5,1
V68.1,586,1
V68.1,721.9,1
V68.1,V45.51,1
V68.1,637.9,1
V68.1,805.2,1
V68.1,719.65,1
V68.1,611.1,1
586,250.7,1
586,443.9,1
586,788.0,1
586,716.98,1
586,716.59,1
586,716.97,1
586,211.3,1
586,436,3
586,782.4,1
586,721.0,1
586,427.31,1
586,585.1,1
586,791.0,1
586,426.4,1
586,275.4,1
586,702.0,1
586,437.9,1
586,780.4,1
586,402.00,1
586,721.9,1
586,715.9,1
586,311,1
586,814.00,1
586,719.4,1
586,355.9,1
531.3,530.81,1
531.3,440.21,1
531.3,355.9,1
531.3,530.2,1
531.3,250.7,1
531.3,532.3,1
531.3,703.8,1
531.3,438.0,1
530.81,440.21,1
530.81,355.9,1
530.81,530.2,1
530.81,250.7,1
530.81,532.3,1
530.81,703.8,1
530.81,438.0,1
530.81,162.3,1
530.81,V45.51,1
530.81,440.8,1
530.81,471.9,1
530.81,695.3,1
530.81,454.9,1
530.81,727.3,1
530.81,696.1,1
530.81,611.72,1
530.81,626.6,1
530.81,690.1,1
530.81,455.0,1
530.81,685.1,1
530.81,788.0,1
530.81,179,1
530.81,460,1
530.81,375.15,1
530.81,V25.43,1
530.81,785.52,1
530.81,180.9,1
530.81,365.9,1
530.81,367.1,1
530.81,706.1,1
440.21,355.9,1
440.21,530.2,1
440.21,250.7,1
440.21,532.3,1
440.21,703.8,1
440.21,438.0,1
355.9,530.2,1
355.9,250.7,1
355.9,532.3,1
355.9,703.8,1
355.9,438.0,1
355.9,436,1
355.9,719.4,1
530.2,250.7,1
530.2,532.3,1
530.2,703.8,1
530.2,438.0,1
250.7,532.3,1
250.7,703.8,1
250.7,438.0,1
250.7,443.9,1
250.7,788.0,1
250.7,716.98,1
250.7,716.59,1
250.7,716.97,1
250.7,722.93,1
250.7,733.9,1
250.7,542,1
250.7,722.1,1
532.3,703.8,1
532.3,438.0,1
703.8,438.0,1
244.0,369.22,1
244.0,820.21,1
244.0,250.41,1
244.0,724.02,1
244.0,250.91,1
369.22,820.21,1
369.22,250.41,1
820.21,250.41,1
715.35,574.1,1
715.35,721.0,1
715.35,188.9,1
715.35,723.1,1
715.35,715.94,1
715.35,729.2,1
715.35,338.29,1
715.35,258.1,1
715.35,564.1,1
715.35,733.9,2
715.35,729.1,1
715.35,722.0,1
715.35,541,1
715.35,721.9,1
715.35,733.01,1
715.35,364.3,1
715.35,252.00,1
275.01,362.57,1
275.01,601.9,1
275.01,275.1,1
275.01,377.1,1
275.01,722.0,1
275.01,362.5,1
362.57,601.9,1
362.57,275.1,1
362.57,377.1,1
362.57,722.0,1
362.57,362.5,1
601.9,275.1,1
601.9,377.1,1
601.9,722.0,1
601.9,362.5,1
275.1,377.1,1
275.1,722.0,1
275.1,362.5,1
377.1,722.0,1
377.1,362.5,1
722.0,362.5,1
722.0,723.1,1
722.0,715.94,1
722.0,729.2,1
722.0,338.29,1
722.0,258.1,1
722.0,564.1,1
722.0,733.9,1
722.0,729.1,1
362.5,423.9,1
362.5,714.0,1
362.5,415.19,1
362.5,733.01,1
362.5,716.9,1
389.1,413.9,1
389.1,241.1,1
389.1,704.01,1
413.9,241.1,1
413.9,704.01,1
413.9,414.9,1
413.9,V15.1,1
413.9,410.1,1
413.9,252.00,1
413.9,282.4,1
413.9,537.9,1
413.9,443.9,1
413.9,311,1
241.1,704.01,1
241.1,593.89,1
241.1,189.0,1
241.1,708.9,1
241.1,427.31,1
241.1,239.5,1
241.1,686.1,1
241.1,470,1
704.01,245.0,1
704.01,255.4,1
704.01,255.0,1
536.8,309.9,1
536.8,695.1,1
536.8,730.2,1
536.8,569.3,1
536.8,564.1,1
536.8,535.5,1
536.8,723.1,1
536.8,729.2,1
536.8,722.2,1
536.8,308.0,1
536.8,372.3,1
309.9,695.1,1
726.32,574.2,1
726.32,577.9,1
726.32,375.15,1
726.32,463,1
726.32,365.9,1
696.1,564.1,1
696.1,402.01,1
696.1,753.1,2
696.1,729.4,1
696.1,627.2,1
696.1,782.3,1
696.1,842.13,1
696.1,593.2,1
696.1,365.00,1
696.1,250.53,1
696.1,536.3,1
696.1,V45.51,1
696.1,361.81,1
696.1,285.29,1
696.1,369.7,1
696.1,362.02,1
696.1,375.15,1
696.1,366.41,1
696.1,374.05,1
696.1,695.3,1
696.1,454.9,1
696.1,727.3,1
696.1,611.72,1
696.1,626.6,1
696.1,690.1,1
696.1,455.0,1
696.1,685.1,1
696.1,788.0,1
696.1,179,1
722.2,825.25,1
722.2,300.9,1
722.2,340,1
722.2,721.0,1
722.2,272.1,1
722.2,715.9,1
722.2,788.0,1
722.2,721.9,1
722.2,722.1,1
722.2,641.13,1
722.2,377.39,1
722.2,723.1,1
722.2,729.2,1
722.2,308.0,1
722.2,372.3,1
458.9,721.0,1
721.0,227.3,1
721.0,188.9,1
721.0,436,1
721.0,427.31,1
721.0,585.1,1
721.0,791.0,1
721.0,426.4,1
721.0,275.4,1
721.0,702.0,1
721.0,437.9,1
721.0,340,1
721.0,272.1,1
721.0,715.9,1
721.0,473.9,1
721.0,553.21,1
721.0,721.9,1
721.0,781.0,1
382.9,715.89,1
382.9,682.0,1
382.9,282.4,1
382.9,721.9,1
382.9,250.91,1
382.9,288.3,1
382.9,493.91,1
715.89,682.0,1
715.89,282.4,1
715.89,721.9,1
682.0,282.4,1
682.0,721.9,1
282.4,721.9,1
282.4,537.9,1
282.4,443.9,1
282.4,311,1
721.9,637.9,1
721.9,379.23,1
721.9,564.1,1
721.9,369.00,1
721.9,365.9,1
721.9,788.0,1
721.9,780.4,1
721.9,402.00,1
721.9,715.9,1
721.9,311,1
721.9,814.00,1
721.9,733.01,1
721.9,364.3,1
721.9,252.00,1
721.9,733.9,1
721.9,710.2,1
721.9,486,1
721.9,473.9,1
721.9,553.21,1
721.9,781.0,1
443.9,788.0,1
443.9,716.98,1
443.9,716.59,1
443.9,716.97,1
443.9,537.9,1
443.9,311,1
788.0,716.98,1
788.0,716.59,1
788.0,716.97,1
788.0,724.2,1
788.0,695.3,1
788.0,454.9,1
788.0,727.3,1
788.0,611.72,1
788.0,626.6,1
788.0,690.1,1
788.0,455.0,1
788.0,685.1,1
788.0,179,1
716.98,716.59,1
716.98,716.97,1
716.59,716.97,1
715.9,714.0,1
715.9,340,1
715.9,272.1,1
715.9,780.4,1
715.9,402.00,1
715.9,311,1
715.9,814.00,1
715.9,V43.3,1
564.1,379.23,1
564.1,369.00,1
564.1,365.9,1
564.1,574.2,1
564.1,287.5,1
564.1,345.9,2
564.1,253.4,1
564.1,308.0,1
564.1,723.1,1
564.1,715.94,1
564.1,729.2,1
564.1,338.29,1
564.1,258.1,1
564.1,733.9,1
564.1,729.1,2
564.1,730.2,1
564.1,569.3,1
564.1,535.5,1
564.1,733.42,1
564.1,455.6,1
564.1,371.03,1
564.1,300.14,1
564.1,377.39,1
564.1,V62.82,1
564.1,370.21,1
564.1,720.0,1
780.4,362.81,1
780.4,436,1
780.4,362.1,1
780.4,845.00,1
780.4,308.0,1
780.4,823.8,1
780.4,402.00,1
780.4,311,1
780.4,814.00,1
780.4,331.9,1
780.4,38.3,1
780.4,596.54,1
780.4,781.3,1
362.81,436,1
362.81,362.1,1
362.81,845.00,1
362.81,308.0,1
362.81,823.8,1
436,362.1,1
436,845.00,1
436,308.0,1
436,823.8,1
436,250.91,1
436,242.2,1
436,411.1,1
436,V42.4,1
436,782.4,1
436,427.31,1
436,585.1,1
436,791.0,1
436,426.4,1
436,275.4,1
436,702.0,1
436,437.9,1
436,829.0,1
436,411.89,1
436,719.4,1
436,434.11,1
436,780.39,1
436,425.4,1
362.1,845.00,1
362.1,308.0,1
362.1,823.8,1
362.1,727.03,1
845.00,308.0,1
845.00,823.8,1
845.00,V68.9,1
308.0,823.8,1
308.0,574.2,1
308.0,287.5,1
308.0,345.9,1
308.0,253.4,1
308.0,610.0,1
308.0,723.1,1
308.0,729.2,1
308.0,372.3,1
823.8,11.9,1
823.8,571.2,1
823.8,V42.7,1
823.8,155.0,1
823.8,717.5,1
823.8,572.3,1
211.3,423.2,1
211.3,112.9,1
211.3,394.0,1
211.3,427.32,1
211.3,535.5,1
211.3,717.5,1
211.3,V16.0,1
211.3,368.2,1
211.3,478.0,1
211.3,690.1,1
423.9,714.0,1
423.9,415.19,2
423.9,733.01,1
423.9,716.9,1
423.9,534.91,1
423.9,358.00,1
423.9,443.81,1
423.9,365.9,1
423.9,486,1
423.9,11.9,1
423.9,716.95,1
423.9,38.9,1
423.9,716.91,1
714.0,415.19,1
714.0,733.01,1
714.0,716.9,1
714.0,362.29,1
714.0,471.9,1
714.0,716.94,1
714.0,733.9,1
714.0,578.9,1
415.19,733.01,1
415.19,716.9,1
415.19,11.9,1
415.19,716.95,1
415.19,38.9,1
415.19,716.91,1
733.01,716.9,1
733.01,364.3,1
733.01,252.00,1
733.01,733.9,1
364.3,252.00,1
364.3,733.9,1
364.3,847.0,1
364.3,214.9,1
364.3,54.9,1
364.3,805.8,1
364.3,566,1
534.91,358.00,1
534.91,443.81,1
534.91,365.9,1
358.00,443.81,1
358.00,365.9,1
443.81,365.9,1
365.9,217,1
365.9,345.9,1
365.9,574.2,1
365.9,577.9,1
365.9,375.15,1
365.9,463,1
365.9,379.23,1
365.9,369.00,1
365.9,785.52,1
365.9,180.9,1
698.3,272.1,1
272.1,411.1,1
272.1,98.85,1
272.1,V65.42,1
272.1,825.2,1
272.1,V15.1,1
272.1,357.4,1
272.1,440.9,1
272.1,454.9,1
272.1,574.2,1
272.1,582.9,1
272.1,997.91,1
272.1,340,1
821.00,720.0,1
720.0,345.9,1
720.0,733.42,1
720.0,455.6,1
720.0,371.03,1
720.0,300.14,1
720.0,377.39,1
720.0,729.1,1
720.0,V62.82,1
720.0,370.21,1
726.0,183.0,1
726.0,179,1
183.0,179,1
179,174.9,1
179,445.02,1
179,327.24,1
179,695.3,1
179,454.9,1
179,727.3,1
179,611.72,1
179,626.6,1
179,690.1,1
179,455.0,1
179,685.1,1
724.2,V42.0,1
724.2,357.0,1
724.2,255.4,1
724.2,460,1
724.2,V22.2,1
724.2,466.0,1
724.2,117.9,1
724.2,311,1
724.2,728.85,1
362.29,471.9,1
362.29,716.94,1
471.9,716.94,1
411.1,98.85,1
411.1,V65.42,1
411.1,825.2,1
411.1,V15.1,1
411.1,357.4,1
411.1,440.9,1
411.1,V42.4,1
98.85,V65.42,1
98.85,825.2,1
98.85,V15.1,1
98.85,357.4,1
98.85,440.9,1
V65.42,825.2,1
V65.42,V15.1,1
V65.42,357.4,1
V65.42,440.9,1
825.2,V15.1,1
825.2,357.4,1
825.2,440.9,1
V15.1,357.4,1
V15.1,440.9,1
V15.1,414.9,1
357.4,440.9,1
227.3,737.8,1
227.3,252.00,1
414.9,465.8,1
637.9,V45.51,1
637.9,805.2,1
637.9,719.65,1
250.91,242.2,1
250.91,V43.1,1
250.91,727.03,1
250.91,627.2,1
250.91,288.3,1
250.91,276.2,1
242.2,311,1
242.2,611.72,1
401.0,722.1,1
722.1,722.93,1
722.1,733.9,1
722.1,542,1
825.25,300.9,1
722.93,733.9,1
722.93,542,1
733.9,542,1
733.9,427.6,1
733.9,427.69,1
733.9,626.6,1
733.9,216.9,1
733.9,723.1,1
733.9,715.94,1
733.9,729.2,1
733.9,338.29,1
733.9,258.1,1
733.9,729.1,1
733.9,727.04,1
733.9,245.2,1
733.9,252.1,1
733.9,252.00,1
733.9,277.4,1
733.9,427.89,1
733.9,782.0,1
574.2,454.9,1
574.2,582.9,1
574.2,997.91,1
574.2,577.9,1
574.2,375.15,1
574.2,463,1
574.2,287.5,1
574.2,345.9,1
574.2,253.4,1
188.9,788.41,1
250.81,369.00,1
250.81,682.5,1
369.00,682.5,1
369.00,379.23,1
599.0,359.1,1
599.0,V68.9,1
599.0,426.4,1
599.0,427.2,1
599.0,380.4,1
599.0,447.6,1
599.0,53.9,1
599.0,616.1,1
359.1,V68.9,1
359.1,426.4,1
359.1,427.2,1
V68.9,426.4,1
V68.9,427.2,1
426.4,427.2,1
426.4,427.31,1
426.4,585.1,1
426.4,791.0,1
426.4,275.4,1
426.4,702.0,1
426.4,437.9,1
805.4,736.42,1
805.4,718.86,1
805.4,815.00,1
805.4,717.5,1
736.42,718.86,1
736.42,815.00,1
736.42,717.5,1
718.86,815.00,1
718.86,717.5,1
815.00,717.5,1
717.5,717.7,1
717.5,V16.0,1
717.5,11.9,1
717.5,571.2,1
717.5,V42.7,1
717.5,155.0,1
717.5,572.3,1
454.9,582.9,1
454.9,997.91,1
454.9,569.3,1
454.9,719.4,1
454.9,577.2,1
454.9,723.5,1
454.9,455.0,2
454.9,193,1
454.9,242.91,1
454.9,610.1,1
454.9,695.3,1
454.9,727.3,1
454.9,611.72,1
454.9,626.6,1
454.9,690.1,1
454.9,685.1,1
582.9,997.91,1
V43.1,727.03,1
V43.1,627.2,1
727.03,627.2,1
627.2,402.01,1
627.2,753.1,1
627.2,729.4,1
627.2,782.3,1
367.21,726.73,1
402.01,753.1,1
402.01,729.4,1
402.01,782.3,1
753.1,729.4,1
753.1,782.3,1
753.1,842.13,1
753.1,593.2,1
729.4,782.3,1
217,245.2,1
427.6,427.69,1
427.6,626.6,1
427.6,216.9,1
427.69,626.6,1
427.69,216.9,1
626.6,216.9,1
626.6,695.3,1
626.6,727.3,1
626.6,611.72,1
626.6,690.1,1
626.6,455.0,1
626.6,685.1,1
216.9,706.1,1
216.9,245.2,2
216.9,685.1,1
216.9,702.19,1
216.9,372.4,1
842.13,593.2,1
569.3,719.4,1
569.3,577.2,1
569.3,723.5,1
569.3,455.0,1
569.3,730.2,1
569.3,535.5,1
719.4,577.2,1
719.4,723.5,1
719.4,455.0,1
577.2,723.5,1
577.2,455.0,1
577.2,737.8,1
723.5,455.0,1
455.0,695.3,1
